"participants","sic_primary","date_announced","date_terminated","business_description","participant_nation","alliance_deal_name","alliance_sic_code","alliance_nation","status","type","ownership_structure","deal_number","participant_country","continent","participants_original","country_iso","city","nace_code","entity_type","employees_last_value","total_assets_eur","total_assets_usd","n_companies_group","n_shareholders","n_subsidiaries","roa","rd_ratio","export_ratio","export_revenue","long_term_debt","is_guo","is_controlled_sub","size_classification","orbis_match_type","participants_std","assignee","total_applications","granted_patents","avg_ipc_scope","avg_team_size","grant_success_rate","total_ipc_mentions","tech_specialist_hhi","patent_match_type"
"IBM Corp","3571","2018-12-20",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS/SAMSUNG ELECTRONICS CO LTD-STRATEGIC ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3333151045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Samsung Electronics Co Ltd","3663","2018-12-20",NA,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","South Korea","INTERNATIONAL BUSINESS/SAMSUNG ELECTRONICS CO LTD-STRATEGIC ALLIANCE",7373,"United States","Completed/Signed","Strategic Alliance",NA,3333151045,"South Korea","Asia","Samsung Electronics Co Ltd","KR","SUWON-SI",2630,"GUO",NA,336915865.645643,350021738.141585,727,237,466,6.534,11.632,NA,NA,2586718.02919397,1,0,"Very large company","matched","SAMSUNG ELECTRONIC ","SAMSUNG ELECTRONICS CO., LTD.",156076,157760,1.14302104462475,3.45027890466531,1.01078961531562,180318,0.401443561220149,"exact"
"Exxon Mobil Corp","2911","2019-01-08",NA,"Oil & gas exploration and production company","United States","EXXON MOBIL CORP/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,3332625045,"United States","Americas","Exxon Mobil Corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","EXXON MOBIL ",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2019-01-08",NA,"Manufacture computer products","United States","EXXON MOBIL CORP/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,3332625045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"IBM Corp","3571","2019-02-07",NA,"Manufacture computer products","United States","INTERNATIONAL BUSINESS/SUNY POLYTECHNIC INSTITUTE ALBANY CAMPUS-STRATEGIC~ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,3344552045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"SUNY Polytechnic Inst Albany","8221","2019-02-07",NA,"Own,operate college,university","United States","INTERNATIONAL BUSINESS/SUNY POLYTECHNIC INSTITUTE ALBANY CAMPUS-STRATEGIC~ALLIANCE",7371,"United States","Completed/Signed","Strategic Alliance",NA,3344552045,"United States","Americas","SUNY Polytechnic Inst Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","SUNY POLYTECHNIC INST ALBANY",NA,0,0,0,0,0,0,0,"unmatched"
"Evernym Inc","7375","2019-03-26",NA,"Internet Publishing and Broadcasting and Web Search Portals","United States","EVERNYM INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3373948045,"United States","Americas","Evernym Inc","US","HERRIMAN",6201,"Controlled subs.",5,NA,NA,175,1,0,NA,NA,NA,NA,NA,0,1,"Small company","matched","EVERNYM","EVERNYM, INC.",2,2,1.5,2,1,3,0.555555555555556,"exact"
"IBM Corp","3571","2019-03-26",NA,"Manufacture computer products","United States","EVERNYM INC/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3373948045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"MarketsandMarkets Research","8748","2019-03-29",NA,"Other Management Consulting Services","India","MARKETSANDMARKETS RESEARCH PVT LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC~ALLIANCE",8742,"Supranational","Completed/Signed","Strategic Alliance",NA,3376325045,"India","Asia","MarketsandMarkets Research","IN","PUNE",7320,"GUO",NA,39833.005838286,43079.3836960252,3,9,2,0.886,NA,NA,NA,47.614284044437,1,0,"Large company","matched","MARKETSANDMARKETS RESEARCH",NA,0,0,0,0,0,0,0,"unmatched"
"Hewlett Packard Enterprise Co","3571","2019-03-29",NA,"Manufactures electronic computers","United States","MARKETSANDMARKETS RESEARCH PVT LTD/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC~ALLIANCE",8742,"Supranational","Completed/Signed","Strategic Alliance",NA,3376325045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Hewlett Packard Enterprise Co","3571","2019-04-09",NA,"Manufactures electronic computers","United States","HEWLETT PACKARD ENTERPRISE CO/NUTANA-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3380180045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Nutana","5149","2019-04-09",NA,"Wholesale health foods","Denmark","HEWLETT PACKARD ENTERPRISE CO/NUTANA-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3380180045,"Denmark","Europe","Nutana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","NUTANA",NA,0,0,0,0,0,0,0,"unmatched"
"Toward Zero Co","8748","2019-04-13",NA,"Other Management Consulting Services","United States","TOWARD ZERO CO/SNIC SOLUTIONS-STRATEGIC ALLIANCE",3999,"United States","Completed/Signed","Strategic Alliance",NA,3381554045,"United States","Americas","Toward Zero Co","US","CENTENNIAL",7990,"Single location",17,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Medium sized company","matched","TOWARD ZERO ",NA,0,0,0,0,0,0,0,"unmatched"
"Snic Solutions","3571","2019-04-13",NA,"Electronic Computer Manufacturing","United States","TOWARD ZERO CO/SNIC SOLUTIONS-STRATEGIC ALLIANCE",3999,"United States","Completed/Signed","Strategic Alliance",NA,3381554045,"United States","Americas","Snic Solutions","US","IRVING",4651,"Independent co",7,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,0,"Medium sized company","matched","SNIC SOLUTIONS",NA,0,0,0,0,0,0,0,"unmatched"
"Apple Inc","3571","2019-04-16",NA,"Electronic Computer Manufacturing","United States","APPLE INC/QUALCOMM INC-STRATEGIC ALLIANCE",6794,"United States","Completed/Signed","Strategic Alliance",NA,3384006045,"United States","Americas","Apple Inc","US","CUPERTINO",2620,"GUO",164000,305971309.417227,359241000,130,5957,81,31.18,8.302,NA,NA,66713211.2538172,1,0,"Very large company","matched","APPLE","APPLE INC.",35464,35595,1.13906447534766,4.90189633375474,1.0036938867584,40544,0.427966942401026,"exact"
"Qualcomm Inc","3674","2019-04-16",NA,"Manufactures and wholesales semiconductors and related devices","United States","APPLE INC/QUALCOMM INC-STRATEGIC ALLIANCE",6794,"United States","Completed/Signed","Strategic Alliance",NA,3384006045,"United States","Americas","Qualcomm Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","QUALCOMM","QUALCOMM INCORPORATED",37433,37557,1.14226375908619,3.69427803072663,1.00331258515214,42900,0.621362925652436,"exact"
"Regions Financial Corp","6021","2019-04-25",NA,"Bank holding company","United States","REGIONS FINANCIAL CORP/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3386756045,"United States","Americas","Regions Financial Corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","REGIONS FINANCIAL ",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2019-04-25",NA,"Manufacture computer products","United States","REGIONS FINANCIAL CORP/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3386756045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Hewlett Packard Enterprise Co","3571","2019-06-18",NA,"Manufactures electronic computers","United States","HEWLETT PACKARD ENTERPRISE CO/GOOGLE CLOUD PLATFORM-STRATEGIC ALLIANCE",7372,"","Completed/Signed","Strategic Alliance",NA,3418895045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"Google Cloud Platform","7372","2019-06-18",NA,"Develops cloud computing services platform","United States","HEWLETT PACKARD ENTERPRISE CO/GOOGLE CLOUD PLATFORM-STRATEGIC ALLIANCE",7372,"","Completed/Signed","Strategic Alliance",NA,3418895045,"United States","Americas","Google Cloud Platform","US",NA,6420,"Branch location",3,NA,NA,605,1,0,NA,NA,NA,NA,NA,0,0,"Very large company","matched","GOOGLE CLOUD PLATFORM",NA,0,0,0,0,0,0,0,"unmatched"
"ITEC Entertainment Corp","3571","2019-08-21",NA,"Multi-media company","United States","ITEC ENTERTAINMENT CORP/AVECS CORP-STRATEGIC ALLIANCE",8742,"South Korea","Completed/Signed","Strategic Alliance",NA,3447020045,"United States","Americas","ITEC Entertainment Corp","US","ORLANDO",9329,"Controlled subs.",12,NA,NA,8,1,1,NA,NA,NA,NA,NA,0,1,"Large company","matched","ITEC ENTERTAINMENT ",NA,0,0,0,0,0,0,0,"unmatched"
"Avecs Corp","8742","2019-08-21",NA,"Marketing Consulting Services","South Korea","ITEC ENTERTAINMENT CORP/AVECS CORP-STRATEGIC ALLIANCE",8742,"South Korea","Completed/Signed","Strategic Alliance",NA,3447020045,"South Korea","Asia","Avecs Corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","AVECS ",NA,0,0,0,0,0,0,0,"unmatched"
"Avaya Holdings Corp","3661","2019-09-18",NA,"Manufactures digital communications products","United States","AVAYA HOLDINGS CORP/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3456267045,"United States","Americas","Avaya Holdings Corp","US","SANTA CLARA",2630,"GUO",8063,4178291.2348496,4073000,156,3,139,-51.559,8.916,NA,NA,3132949.0378666,1,0,"Very large company","matched","AVAYA HOLDING ",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2019-09-18",NA,"Manufacture computer products","United States","AVAYA HOLDINGS CORP/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7372,"United States","Completed/Signed","Strategic Alliance",NA,3456267045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Fitbit Inc","3571","2019-09-24",NA,"Manufactures fitness activity products","United States","FITBIT INC/QOMPIUM NV-STRATEGIC ALLIANCE",8099,"United States","Completed/Signed","Strategic Alliance",NA,3459007045,"United States","Americas","Fitbit Inc","US","WILMINGTON",2651,"Controlled subs.",1684,1217808.59725623,1368086,605,3,8,-23.442,20.934,NA,NA,0,0,1,"Very large company","matched","FITBIT","FITBIT, LLC",509,510,1.42745098039216,4.42745098039216,1.00196463654224,728,0.340093285835044,"exact"
"Qompium Nv","3841","2019-09-24",NA,"Surgical and Medical Instrument Manufacturing","Belgium","FITBIT INC/QOMPIUM NV-STRATEGIC ALLIANCE",8099,"United States","Completed/Signed","Strategic Alliance",NA,3459007045,"Belgium","Europe","Qompium Nv","BE","3500 HASSELT",6201,"Single location",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,"Small company","matched","QOMPIUM","QOMPIUM",2,2,1,6,1,2,1,"exact"
"Bios It Labs","7371","2019-09-26",NA,"Custom Computer Programming Services","United States","BIOS IT LABS/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7372,"United Kingdom","Completed/Signed","Strategic Alliance",NA,3461659045,"United States","Americas","Bios It Labs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","BIOS IT LABS",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2019-09-26",NA,"Manufacture computer products","United States","BIOS IT LABS/INTERNATIONAL BUSINESS-STRATEGIC ALLIANCE",7372,"United Kingdom","Completed/Signed","Strategic Alliance",NA,3461659045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Phoenix Software Intl Inc","7372","2019-10-02",NA,"Dvlp software","United States","PHOENIX SOFTWARE INTERNATIONAL INC/INTERNATIONAL BUSINESS-STRATEGIC~ALLIANCE",6794,"Supranational","Completed/Signed","Strategic Alliance",NA,3461995045,"United States","Americas","Phoenix Software Intl Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","PHOENIX SOFTWARE INTL",NA,0,0,0,0,0,0,0,"unmatched"
"IBM Corp","3571","2019-10-02",NA,"Manufacture computer products","United States","PHOENIX SOFTWARE INTERNATIONAL INC/INTERNATIONAL BUSINESS-STRATEGIC~ALLIANCE",6794,"Supranational","Completed/Signed","Strategic Alliance",NA,3461995045,"United States","Americas","IBM Corp","US","ARMONK",6201,"GUO",293400,132038753.122375,137175000,804,3699,397,4.391,11.918,NA,NA,48016192.1688102,1,0,"Very large company","matched","IBM ","IBM CORPORATION",73,73,1.05479452054795,3.6986301369863,1,77,0.504469556417608,"exact"
"Dhl Global Forwarding Gmbh","8742","2019-10-12",NA,"Process, Physical Distribution, and Logistics Consulting Services","Germany","DHL GLOBAL FORWARDING GMBH/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC~ALLIANCE",4731,"Germany","Completed/Signed","Strategic Alliance",NA,3480706045,"Germany","Europe","Dhl Global Forwarding Gmbh","DE","FRANKFURT",5229,"Controlled subs.",1375,NA,NA,1253,2,4,NA,NA,NA,NA,NA,0,1,"Very large company","matched","DHL GLOBAL FORWARDING",NA,0,0,0,0,0,0,0,"unmatched"
"Hewlett Packard Enterprise Co","3571","2019-10-12",NA,"Manufactures electronic computers","United States","DHL GLOBAL FORWARDING GMBH/HEWLETT PACKARD ENTERPRISE CO-STRATEGIC~ALLIANCE",4731,"Germany","Completed/Signed","Strategic Alliance",NA,3480706045,"United States","Americas","Hewlett Packard Enterprise Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","HEWLETT PACKARD ENTERPRISE ","HEWLETT PACKARD ENTERPRISE COMPANY",2,2,1,2,1,2,1,"exact"
"ipoque GmbH","7371","2019-10-14",NA,"Provide software services","Germany","IPOQUE GMBH/DELL INC/CARDINALITY LTD-STRATEGIC ALLIANCE",7372,"United States~United Kingdom","Completed/Signed","Strategic Alliance",NA,3466880045,"Germany","Europe","ipoque GmbH","DE","LEIPZIG",6201,"Controlled subs.",6,35823.28297,38925.5730710659,90,2,0,-47.738,NA,NA,NA,0,0,1,"Large company","matched","IPOQUE",NA,0,0,0,0,0,0,0,"unmatched"
"Dell Inc","3571","2019-10-14",NA,"Manufactures and wholesales computers","United States","IPOQUE GMBH/DELL INC/CARDINALITY LTD-STRATEGIC ALLIANCE",7372,"United States~United Kingdom","Completed/Signed","Strategic Alliance",NA,3466880045,"United States","Americas","Dell Inc","US","ROUND ROCK",2620,"Controlled subs.",111300,35084870.3548407,47540000,715,1,311,4.989,1.883,NA,NA,3868634.63189052,0,1,"Very large company","matched","DELL","DELL INC.",5,5,1.2,3,1,6,0.555555555555556,"exact"
"Cardinality Ltd","7371","2019-10-14",NA,"Custom Computer Programming Services","United Kingdom","IPOQUE GMBH/DELL INC/CARDINALITY LTD-STRATEGIC ALLIANCE",7372,"United States~United Kingdom","Completed/Signed","Strategic Alliance",NA,3466880045,"United Kingdom","Europe","Cardinality Ltd","GB","READING",5829,"Controlled subs.",14,4537.18466168747,4713.679062011,84,2,1,5.211,NA,NA,NA,1509.3638736124,0,1,"Large company","matched","CARDINALITY",NA,0,0,0,0,0,0,0,"unmatched"
"Cray Inc","3571","2019-11-12",NA,"Manufactures and wholesales computer systems and supercomputers","United States","CRAY INC/FUJITSU LTD-STRATEGIC ALLIANCE",7373,"Supranational","Completed/Signed","Strategic Alliance",NA,3478786045,"United States","Americas","Cray Inc","US","SEATTLE",2620,"Controlled subs.",1287,451643.440536198,517132,377,1,23,-13.861,25.26,NA,NA,0,0,1,"Very large company","matched","CRAY","CRAY HK LIMITED",1,1,2,5,1,2,0.5,"exact"
"Cray Inc","3571","2019-11-12",NA,"Manufactures and wholesales computer systems and supercomputers","United States","CRAY INC/FUJITSU LTD-STRATEGIC ALLIANCE",7373,"Supranational","Completed/Signed","Strategic Alliance",NA,3478786045,"United States","Americas","Cray Inc","US","SEATTLE",2620,"Controlled subs.",1287,451643.440536198,517132,377,1,23,-13.861,25.26,NA,NA,0,0,1,"Very large company","matched","CRAY","CRAY INC.",208,208,1.11057692307692,2.90384615384615,1,231,0.476808905380334,"exact"
"Fujitsu Ltd","7373","2019-11-12",NA,"Computer Systems Design Services","Japan","CRAY INC/FUJITSU LTD-STRATEGIC ALLIANCE",7373,"Supranational","Completed/Signed","Strategic Alliance",NA,3478786045,"Japan","Asia","Fujitsu Ltd","JP","KAWASAKI CITY",6201,"GUO",112743,21636473.3826814,23399839.3810764,295,182,333,6.636,2.81,NA,NA,619190.929178048,1,0,"Very large company","matched","FUJITSU","FUJITSU LIMITED",36171,36325,1.1005918788713,2.47317274604267,1.0042575543944,39974,0.42593682541473,"exact"
"HP Inc","3571","2019-12-11",NA,"Electronic Computer Manufacturing","United States","HP INC/DE LAGE LANDEN INTERNATIONAL BV-STRATEGIC ALLIANCE",4841,"","Completed/Signed","Strategic Alliance",NA,3495134045,"United States","Americas","HP Inc","US","PALO ALTO",2620,"GUO",58000,36151111.5848942,41769000,540,1355,445,6.055,2.897,NA,NA,7634584.38771222,1,0,"Very large company","matched","HP","HP INC.",1,1,1,1,1,1,1,"exact"
"De Lage Landen Intl BV","6159","2019-12-11",NA,"Provide asset financing svcs","Netherlands","HP INC/DE LAGE LANDEN INTERNATIONAL BV-STRATEGIC ALLIANCE",4841,"","Completed/Signed","Strategic Alliance",NA,3495134045,"Netherlands","Europe","De Lage Landen Intl BV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","DE LAGE LANDEN INTL",NA,0,0,0,0,0,0,0,"unmatched"
"Imagination Tech Grp PLC","3674","2020-01-02",NA,"Semiconductor and Related Device Manufacturing","United Kingdom","IMAGINATION TECHNOLOGIES GROUP PLC/APPLE INC-STRATEGIC ALLIANCE",6794,"","Completed/Signed","Strategic Alliance",NA,3498680045,"United Kingdom","Europe","Imagination Tech Grp PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","IMAGINATION TECH GRP",NA,0,0,0,0,0,0,0,"unmatched"
"Apple Inc","3571","2020-01-02",NA,"Electronic Computer Manufacturing","United States","IMAGINATION TECHNOLOGIES GROUP PLC/APPLE INC-STRATEGIC ALLIANCE",6794,"","Completed/Signed","Strategic Alliance",NA,3498680045,"United States","Americas","Apple Inc","US","CUPERTINO",2620,"GUO",164000,305971309.417227,359241000,130,5957,81,31.18,8.302,NA,NA,66713211.2538172,1,0,"Very large company","matched","APPLE","APPLE INC.",35464,35595,1.13906447534766,4.90189633375474,1.0036938867584,40544,0.427966942401026,"exact"
"Lynk Labs Inc","3571","2020-01-07",NA,"Electronic Computer Manufacturing","United States","LYNK LABS INC/FEIT ELECTRIC CO INC-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3500666045,"United States","Americas","Lynk Labs Inc","US","ELGIN",7211,"GUO",8,NA,NA,2,0,1,NA,NA,NA,NA,NA,1,0,"Medium sized company","matched","LYNK LABS","LYNK LABS, INC.",58,58,1.10344827586207,2.03448275862069,1,64,0.78125,"exact"
"Feit Elec Co Inc","3495","2020-01-07",NA,"Spring (Light Gauge) Manufacturing","United States","LYNK LABS INC/FEIT ELECTRIC CO INC-STRATEGIC ALLIANCE",1731,"United States","Completed/Signed","Strategic Alliance",NA,3500666045,"United States","Americas","Feit Elec Co Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched","FEIT ELEC ",NA,0,0,0,0,0,0,0,"unmatched"
